0	1	2	3
livremente	1.9	0.53852	[2, 1, 2, 2, 2, 3, 2, 2, 1, 2]
freeman	1.7	0.78102	[2, 2, 2, 1, 2, 0, 3, 1, 2, 2]
freemartin	-0.5	0.92195	[0, 0, 0, -1, 0, -1, 0, 0, -3, 0]
maçonaria	0.7	0.78102	[0, 1, 0, 0, 0, 1, 1, 0, 2, 2]
maçonaria	0.3	0.64031	[1, 0, 2, 0, 0, 0, 0, 0, 0, 0]
freemen	1.5	0.67082	[1, 1, 0, 2, 2, 2, 2, 2, 1, 2]
liberdade	1.6	0.66332	[1, 2, 3, 2, 2, 1, 1, 1, 2, 1]
liberdades	1.7	0.78102	[1, 2, 1, 2, 2, 2, 3, 2, 2, 0]
mais livre	1.1	0.7	[2, 2, 0, 2, 1, 1, 1, 0, 1, 1]
freers	1.0	0.89443	[0, 1, 1, 2, 3, 1, 0, 1, 0, 1]
liberta	1.2	0.6	[1, 2, 0, 1, 1, 1, 2, 1, 1, 2]
freesia	0.4	0.91652	[0, 0, 3, 0, 1, 0, 0, 0, 0, 0]
freesias	0.4	0.66332	[0, 0, 0, 1, 1, 2, 0, 0, 0, 0]
mais livre	1.6	1.28062	[3, 4, 0, 3, 0, 1, 1, 2, 1, 1]
independente	1.1	0.83066	[2, 1, 1, 2, 0, 0, 0, 2, 1, 2]
freestyle	0.7	0.9	[2, 0, 1, 0, 2, 0, 0, 2, 0, 0]
freestyler	0.4	0.91652	[0, 0, 0, 0, 1, 0, 0, 0, 0, 3]
freestylers	0.8	0.87178	[2, 1, 0, 0, 0, 1, 0, 2, 2, 0]
freestyles	0.3	0.64031	[0, 0, 0, 0, 1, 0, 0, 0, 0, 2]
freethinker	1.0	0.63246	[1, 2, 1, 1, 2, 1, 0, 0, 1, 1]
pensadores livres	1.0	0.7746	[1, 0, 0, 1, 2, 2, 1, 2, 0, 1]
pensamento livre	1.1	0.7	[1, 0, 1, 1, 2, 2, 0, 2, 1, 1]
freeware	0.7	1.48661	[1, 0, 0, 2, 4, 0, 1, -2, 1, 0]
auto-estrada	0.2	0.6	[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]
roda livre	0.5	1.11803	[2, 0, 1, 2, 0, -2, 0, 0, 1, 1]
freewheeled	0.3	0.78102	[1, 0, 0, 0, 0, 1, 2, -1, 0, 0]
freewheeler	0.2	0.87178	[-2, 1, 0, 0, 0, 1, 1, 1, 0, 0]
rodas livres	-0.3	1.00499	[-2, 0, 0, 0, 2, -1, -1, 0, -1, 0]
freewheeling	0.5	1.11803	[-1, 2, 0, -1, 1, 2, 2, 0, 0, 0]
freewheelingly	0.8	0.87178	[1, 2, 0, 0, 1, 2, 1, -1, 1, 1]
rodas livres	0.6	0.91652	[0, 3, 1, 1, 1, 0, 0, 0, 0, 0]
livre arbítrio	1.0	0.7746	[1, 1, 1, -1, 1, 1, 1, 2, 2, 1]
escrita livre	0.8	1.07703	[0, 2, 0, 0, 1, 0, 3, 0, 2, 0]
congelar	0.2	0.9798	[-1, 0, 1, 1, -1, 0, 0, -1, 2, 1]
congeladores	-0.1	0.3	[0, 0, 0, -1, 0, 0, 0, 0, 0, 0]
congela	-0.1	1.13578	[0, -2, -2, 1, 0, 0, 0, 0, 2, 0]
congelação	-0.4	1.28062	[-2, -1, -2, -2, 0, 0, 0, 1, 2, 0]
congelantemente	-1.6	0.4899	[-1, -2, -2, -1, -2, -2, -2, -2, -1, -1]
frenesim	-1.3	1.48661	[-1, -1, -2, -2, 2, -4, -1, -2, 0, -2]
fresco	1.3	0.45826	[2, 2, 1, 1, 1, 1, 2, 1, 1, 1]
amigo	2.2	0.6	[2, 2, 3, 2, 3, 3, 1, 2, 2, 2]
frisado	1.7	0.78102	[2, 2, 1, 3, 1, 1, 2, 3, 1, 1]
frisando	1.8	1.07703	[1, 4, 2, 0, 1, 3, 2, 2, 1, 2]
friendless	-1.5	0.67082	[-1, -2, -2, -1, 0, -2, -1, -2, -2, -2]
amizade	-0.3	2.05183	[-2, -2, 2, 1, -4, -1, 2, 1, -2, 2]
mais amigável	2.0	0.63246	[3, 2, 2, 1, 2, 2, 2, 1, 3, 2]
amigáveis	2.2	0.74833	[3, 2, 2, 3, 2, 2, 1, 3, 1, 3]
mais amigável	2.6	0.91652	[3, 3, 1, 3, 2, 1, 3, 3, 4, 3]
amigavelmente	1.8	0.74833	[1, 2, 2, 1, 3, 1, 1, 2, 3, 2]
simpatia	2.0	0.7746	[3, 1, 3, 2, 2, 3, 2, 1, 2, 1]
amigável	2.2	0.6	[2, 1, 3, 3, 2, 2, 3, 2, 2, 2]
amigos	2.1	0.53852	[3, 3, 2, 2, 2, 1, 2, 2, 2, 2]
amizade	1.9	0.53852	[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]
amizades	1.6	0.91652	[2, 1, 1, 0, 3, 2, 2, 3, 1, 1]
susto	-1.6	1.35647	[-2, -1, 0, -3, -2, -4, 1, -1, -2, -2]
assustado	-1.4	0.91652	[0, -1, -1, -1, -2, -1, -3, -1, -1, -3]
assustar	-1.4	0.8	[0, -1, -1, -1, -2, -1, -3, -2, -1, -2]
assustado	-1.9	0.7	[-2, -3, -1, -1, -2, -2, -3, -1, -2, -2]
assustador	-2.2	0.9798	[-1, -1, -4, -3, -3, -3, -2, -2, -1, -2]
assustadoramente	-2.1	0.7	[-2, -2, -2, -2, -4, -2, -1, -2, -2, -2]
assusta	-1.7	0.78102	[-2, -1, -2, -1, -1, -1, -2, -3, -3, -1]
assustador	-2.3	0.78102	[-2, -2, -2, -2, -3, -2, -3, -1, -4, -2]
assustadoramente	-1.7	0.78102	[-1, -1, -1, -2, -2, -1, -2, -3, -1, -3]
assustadorismo	-1.9	0.7	[-1, -1, -2, -3, -3, -2, -1, -2, -2, -2]
assustador	-1.5	0.67082	[-1, -2, -2, -3, -1, -1, -1, -1, -2, -1]
susto	-1.1	0.83066	[-2, 0, -2, 0, -2, -1, 0, -1, -1, -2]
frisky	1.0	1.48324	[1, -2, 1, 1, 1, 3, 3, 2, -1, 1]
carrancudo	-1.4	1.42829	[-1, -1, -1, -3, -3, 1, -2, -3, 1, -2]
frustrar	-2.0	0.63246	[-2, -3, -2, -1, -3, -2, -2, -1, -2, -2]
frustrado	-2.4	0.66332	[-2, -1, -3, -3, -2, -2, -3, -2, -3, -3]
frustra	-1.9	0.7	[-1, -1, -3, -2, -1, -2, -2, -2, -3, -2]
frustrante	-1.9	0.83066	[-2, -2, -1, -1, -1, -2, -2, -2, -4, -2]
frustrantemente	-2.0	0.63246	[-1, -3, -2, -2, -2, -2, -2, -3, -2, -1]
frustração	-2.1	0.7	[-3, -2, -3, -2, -1, -2, -3, -2, -1, -2]
frustrações	-2.0	0.7746	[-2, -1, -1, -3, -2, -2, -3, -3, -2, -1]
foda-se	-2.5	1.20416	[0, -3, -4, -3, -2, -3, -4, -1, -2, -3]
fodido	-3.4	0.66332	[-2, -3, -4, -3, -4, -4, -3, -4, -3, -4]
cabrão	-3.3	0.78102	[-3, -4, -4, -2, -3, -4, -4, -2, -4, -3]
cabrões	-2.9	0.9434	[-3, -3, -4, -3, -4, -4, -2, -1, -2, -3]
fuckface	-3.2	1.07703	[-4, -2, -4, -1, -4, -4, -2, -4, -3, -4]
cabeça de merda	-3.1	1.04403	[-1, -4, -2, -4, -3, -3, -2, -4, -4, -4]
foda-se	-2.1	1.13578	[-3, -2, -1, -1, -1, -2, -4, -2, -4, -1]
fucktard	-3.1	0.9434	[-4, -4, -4, -3, -4, -2, -4, -2, -2, -2]
fud	-1.1	1.37477	[-1, -3, -1, -1, -3, -2, 2, 0, -1, -1]
fuked	-2.5	0.92195	[-2, -3, -3, -3, -3, -3, 0, -3, -3, -2]
fuking	-3.2	0.9798	[-4, -1, -3, -4, -3, -2, -4, -3, -4, -4]
cumprir	1.9	1.04403	[1, 1, 2, 4, 1, 1, 2, 1, 3, 3]
cumprido	1.8	0.87178	[1, 2, 1, 0, 2, 2, 3, 2, 2, 3]
cumpre	1.0	1.09545	[2, 1, 1, 1, 1, -2, 2, 2, 1, 1]
fume	-1.2	1.16619	[0, 0, 0, -2, -3, -2, -1, -3, -1, 0]
fumado	-1.8	0.87178	[-3, -2, -3, -2, -2, 0, -2, -1, -1, -2]
sem fumo	0.3	0.64031	[0, 0, 0, 1, 0, 0, 0, 2, 0, 0]
fumelike	-0.7	1.18743	[0, 0, -3, 0, 0, -2, -1, -2, 1, 0]
fumer	0.7	0.9	[2, 1, 0, 1, 0, 2, 0, -1, 1, 1]
fumadores	-0.8	0.6	[0, -1, -1, -2, -1, 0, 0, -1, -1, -1]
fumos	-0.1	1.13578	[0, -2, 0, 0, -1, 1, -1, -1, 1, 2]
fumet	0.4	1.0198	[2, 0, 0, -1, 0, 1, -1, 0, 2, 1]
fumetas	-0.4	0.66332	[0, -1, 0, -1, 0, 0, -2, 0, 0, 0]
fumette	-0.6	1.11355	[-2, -2, 0, -1, -1, 2, 0, 0, -1, -1]
fumante	-2.7	0.64031	[-2, -3, -3, -2, -3, -4, -3, -2, -2, -3]
divertido	2.3	0.45826	[2, 3, 2, 3, 2, 2, 3, 2, 2, 2]
funeral	-1.5	1.74642	[-2, -3, -2, -1, -3, -1, -4, 1, 2, -2]
funerais	-1.6	2.2891	[-3, -4, -1, -4, 2, -3, -3, 2, 1, -3]
funky	-0.4	1.62481	[0, -1, 2, -1, 2, 0, -4, -1, 0, -1]
divertido	2.3	0.9	[2, 3, 3, 4, 1, 2, 2, 2, 3, 1]
funil	0.1	0.53852	[1, 0, 0, 0, 0, -1, 0, 0, 1, 0]
funneled	0.1	0.3	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
funilform	0.5	0.80623	[0, 0, 1, 0, 0, 0, 0, 2, 2, 0]
funilagem	-0.1	0.3	[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
funilled	-0.1	0.3	[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
funnelling	0.1	0.3	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
funis	0.4	0.66332	[0, 0, 0, 1, 0, 0, 0, 0, 2, 1]
funner	2.2	0.74833	[2, 2, 3, 4, 1, 2, 2, 2, 2, 2]
funnest	2.9	0.7	[4, 3, 4, 3, 2, 3, 2, 3, 2, 3]
mais engraçado	1.7	1.00499	[2, 2, -1, 2, 2, 2, 3, 1, 2, 2]
funnies	1.3	1.00499	[2, 1, -1, 2, 1, 2, 3, 1, 1, 1]
mais engraçado	2.6	0.8	[3, 3, 3, 3, 2, 2, 1, 2, 4, 3]
curiosamente	1.9	0.53852	[2, 3, 1, 2, 2, 2, 2, 1, 2, 2]
diversão	1.8	0.9798	[3, 2, 3, 2, 2, 1, 3, 0, 1, 1]
diversões	1.6	0.91652	[1, 3, 0, 3, 1, 2, 1, 2, 2, 1]
divertido	1.8	0.9798	[2, 2, 1, 2, 1, 4, 0, 2, 2, 2]
engraçado	1.9	0.53852	[3, 2, 2, 1, 2, 2, 1, 2, 2, 2]
engraçadinho	1.4	0.4899	[2, 2, 1, 2, 1, 1, 1, 1, 2, 1]
engraçadinhos	1.3	1.1	[2, 1, 1, 0, 0, 3, 3, 1, 2, 0]
furioso	-2.7	1.41774	[-3, -3, -3, -4, -4, -4, 1, -2, -3, -2]
furiosamente	-1.9	1.04403	[-2, -2, -4, -2, -1, -2, -1, -3, 0, -2]
fúria	-2.7	0.78102	[-4, -3, -2, -2, -2, -3, -4, -2, -3, -2]
fútil	-1.9	0.83066	[0, -3, -2, -2, -2, -2, -3, -1, -2, -2]
mordaça	-1.4	1.0198	[-2, -2, -1, -2, 0, -2, -3, 0, 0, -2]
amordaçado	-1.3	1.55242	[-2, -2, -1, -2, 2, -3, -1, -3, 1, -2]
ganhar	2.4	0.4899	[2, 3, 2, 2, 3, 2, 3, 2, 3, 2]
ganhou	1.6	0.66332	[2, 1, 2, 1, 1, 3, 2, 1, 2, 1]
ganhando	1.8	0.4	[1, 2, 2, 2, 1, 2, 2, 2, 2, 2]
ganhos	1.4	0.4899	[1, 2, 1, 2, 2, 2, 1, 1, 1, 1]
galante	1.7	1.1	[4, 0, 3, 1, 1, 2, 2, 2, 1, 1]
galantemente	1.9	0.53852	[2, 2, 3, 2, 2, 2, 2, 1, 2, 1]
galanteria	2.6	0.8	[3, 3, 1, 2, 2, 3, 4, 2, 3, 3]
totó	-0.8	0.9798	[0, 0, 0, -2, -3, -1, -1, 0, 0, -1]
geekier	0.2	1.4	[0, 3, -1, -1, -1, 1, 2, 1, -1, -1]
geekiest	-0.1	0.9434	[1, -1, -1, -1, -1, 1, 1, 1, 0, -1]
totós	-0.4	0.91652	[0, 0, -1, 0, 0, 0, 0, 0, -3, 0]
totó	-0.6	0.91652	[0, 0, -1, 0, -1, 0, -1, 0, -3, 0]
generosidades	2.6	0.4899	[3, 3, 2, 3, 2, 3, 2, 3, 2, 3]
generosidade	2.3	0.64031	[3, 1, 2, 2, 3, 2, 3, 3, 2, 2]
generoso	2.3	0.78102	[3, 2, 4, 2, 2, 1, 2, 3, 2, 2]
generosamente	1.8	0.74833	[3, 3, 2, 1, 2, 1, 1, 2, 1, 2]
generosidade	2.4	0.91652	[3, 2, 3, 1, 3, 4, 3, 2, 2, 1]
genial	1.8	0.6	[3, 1, 2, 1, 2, 2, 1, 2, 2, 2]
gentil	1.9	0.53852	[2, 2, 2, 1, 2, 3, 2, 2, 1, 2]
mais gentil	1.4	0.4899	[2, 1, 1, 1, 1, 2, 2, 1, 2, 1]
mais gentil	1.8	0.4	[2, 1, 2, 2, 2, 1, 2, 2, 2, 2]
suavemente	2.0	0.7746	[2, 2, 2, 1, 1, 3, 3, 2, 1, 3]
fantasma	-1.3	1.34536	[-2, 0, 0, 0, 0, -3, -2, -3, 0, -3]
giddy	-0.6	1.62481	[-2, -2, 3, -1, -1, -1, -1, -2, 2, -1]
presente	1.9	0.53852	[2, 1, 2, 2, 2, 1, 2, 3, 2, 2]
risada	1.8	0.9798	[2, 2, 2, 2, 2, 3, 2, -1, 2, 2]
risadinha	1.5	1.20416	[1, 3, 1, 3, 3, 1, 1, -1, 2, 1]
risadinha	0.6	0.8	[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]
risadinhas	1.4	0.4899	[1, 2, 2, 1, 2, 1, 1, 1, 1, 2]
risadinhas	0.8	1.249	[1, 2, 2, 1, -1, 1, 1, 2, -2, 1]
gigglier	1.0	1.09545	[2, 1, 1, 2, 2, 1, -1, 2, 1, -1]
giggliest	1.7	1.26886	[4, 2, 1, 2, 1, 3, 2, 2, -1, 1]
risadinha	1.5	0.5	[2, 2, 1, 2, 2, 1, 1, 1, 1, 2]
risonho	1.1	1.37477	[1, 2, 1, 1, -1, 2, 1, -1, 4, 1]
giggly	1.0	1.41421	[1, 2, -2, 1, 2, 3, 1, -1, 2, 1]
doador	1.4	0.66332	[1, 2, 2, 0, 1, 2, 1, 2, 1, 2]
doadores	1.7	1.34536	[2, -1, 3, 3, 3, 1, 1, 2, 0, 3]
dando	1.4	1.0198	[1, 1, 3, 1, 1, 2, 3, 0, 2, 0]
feliz	2.0	0.63246	[3, 2, 1, 2, 2, 2, 1, 3, 2, 2]
de bom grado	1.4	0.4899	[2, 2, 1, 2, 1, 1, 2, 1, 1, 1]
glamor	2.1	0.9434	[1, 2, 2, 2, 1, 3, 2, 4, 3, 1]
glamorise	1.3	1.1	[0, 1, 4, 1, 0, 2, 1, 2, 1, 1]
glamorizado	1.8	0.74833	[1, 2, 2, 2, 2, 2, 0, 2, 3, 2]
glamoriza	2.1	1.04403	[1, 3, 2, 4, 2, 2, 0, 2, 3, 2]
glamorising	1.2	1.16619	[3, 2, 0, 3, 1, 2, 0, 1, 0, 0]
glamorização	1.6	0.91652	[2, 2, 3, 0, 3, 1, 2, 1, 1, 1]
glamorize	1.7	1.1	[1, 2, 1, 4, 2, 0, 3, 1, 2, 1]
glamorizado	2.1	1.04403	[3, 2, 1, 2, 4, 2, 2, 0, 3, 2]
glamorizador	2.4	1.0198	[3, 2, 2, 3, 4, 3, 2, 0, 3, 2]
glamorizantes	1.6	1.11355	[4, 1, 1, 1, 1, 2, 0, 2, 3, 1]
glamoriza	2.4	1.2	[3, 2, 2, 4, 4, 1, 2, 0, 3, 3]
glamorizante	1.8	1.16619	[3, 0, 1, 2, 3, 2, 1, 0, 3, 3]
glamoroso	2.3	0.78102	[3, 2, 4, 2, 2, 2, 3, 2, 2, 1]
glamorosamente	2.1	1.04403	[1, 3, 2, 1, 2, 1, 4, 1, 3, 3]
glamour	1.4	0.66332	[1, 1, 2, 2, 2, 1, 2, 2, 0, 1]
glamour	2.4	0.91652	[2, 4, 2, 1, 3, 2, 2, 2, 2, 4]
glamourize	0.8	1.32665	[2, 1, 0, 1, 0, 4, 0, 0, -1, 1]
sem glamour	-1.6	1.49666	[-4, -1, -1, -2, -2, -3, -2, -1, 2, -2]
glamouroso	2.0	0.7746	[1, 3, 3, 2, 1, 2, 2, 2, 3, 1]
glamour	1.9	0.83066	[1, 3, 2, 2, 3, 2, 1, 1, 3, 1]
glee	3.2	0.4	[3, 4, 3, 3, 4, 3, 3, 3, 3, 3]
contente	2.9	0.53852	[3, 3, 3, 3, 3, 4, 2, 2, 3, 3]
obscuridade	-2.6	0.66332	[-4, -2, -3, -3, -2, -3, -2, -2, -2, -3]
desanimado	-1.9	0.7	[-1, -2, -3, -1, -2, -2, -1, -2, -3, -2]
sombrio	-2.1	0.9434	[-3, -1, -4, -2, -1, -1, -2, -3, -2, -2]
gloomier	-1.5	1.20416	[-3, -2, -2, -3, -1, -2, 0, 1, -1, -2]
mais sombrio	-1.8	2.03961	[-2, -2, 2, -4, -2, -3, -4, -3, 2, -2]
escuridão	-1.8	0.6	[-2, -1, -2, -3, -2, -1, -2, -2, -2, -1]
escuridão	-1.0	1.09545	[-1, -2, -2, -1, -1, -2, 2, -1, -1, -1]
aclamar	-1.8	0.74833	[-1, -2, -2, -1, -2, -1, -3, -1, -3, -2]
tristezas	-0.9	1.57797	[3, -2, -1, -2, -2, -2, 1, -2, -1, -1]
sombrio	-0.6	1.56205	[2, -1, -2, -2, -2, -1, 1, -2, 2, -1]
glorificado	2.4	1.0198	[2, 3, 3, 4, 4, 1, 1, 2, 2, 2]
glórias	2.1	1.3	[4, 1, 4, 1, 1, 4, 2, 2, 1, 1]
glorificação	2.0	0.89443	[3, 1, 3, 2, 3, 1, 1, 3, 2, 1]
glorificado	2.3	0.9	[1, 4, 2, 2, 4, 2, 2, 2, 2, 2]
glorificador	2.3	1.00499	[1, 4, 1, 2, 4, 2, 3, 2, 2, 2]
glorificadores	1.6	1.0198	[2, 1, 2, -1, 2, 2, 2, 1, 2, 3]
glorifica	2.2	0.9798	[1, 4, 2, 2, 4, 2, 1, 2, 2, 2]
glorificar	2.7	0.78102	[3, 3, 4, 3, 1, 3, 2, 3, 2, 3]
glorificando	2.4	1.28062	[3, 4, 2, 2, 4, 4, 0, 1, 2, 2]
gloriole	1.5	1.36015	[2, 4, 1, 2, 0, -1, 1, 3, 2, 1]
glorioles	1.2	0.87178	[0, 2, 0, 2, 0, 1, 2, 2, 1, 2]
glorioso	3.2	0.6	[4, 3, 3, 2, 3, 3, 3, 4, 3, 4]
gloriosamente	2.9	0.83066	[3, 4, 3, 2, 4, 2, 2, 2, 4, 3]
glorialidade	2.6	1.0198	[3, 2, 3, 4, 3, 2, 1, 4, 3, 1]
glória	2.5	0.80623	[1, 3, 3, 1, 3, 3, 3, 2, 3, 3]
glum	-2.1	0.7	[-2, -1, -3, -3, -1, -2, -2, -3, -2, -2]
gn8	0.6	0.66332	[1, 1, 0, 0, 0, 0, 2, 1, 0, 1]
deus	1.1	1.51327	[0, 0, 0, 1, 0, 3, 0, 3, 0, 4]
maldição	-2.5	1.28452	[0, -3, -3, -4, -3, -1, -4, -1, -3, -3]
maldito	-2.4	0.91652	[-2, -3, -1, -1, -2, -2, -4, -3, -3, -3]
maldição	-2.1	1.75784	[-3, -3, -2, -4, -4, -3, -3, -1, 1, 1]
maldito	-1.8	2.03961	[-3, -3, -3, -4, -1, 2, -2, -3, 2, -3]
malditos	-2.1	1.51327	[-3, -2, -4, 2, -2, -3, -3, -2, -2, -2]
deusdams	-1.9	1.92094	[-3, -3, -2, -4, -4, -2, -3, -1, 2, 1]
deusa	2.8	0.87178	[2, 3, 3, 2, 4, 3, 3, 1, 4, 3]
bom	1.9	0.9434	[2, 1, 1, 3, 2, 4, 2, 2, 1, 1]
boa	1.9	0.9434	[2, 1, 1, 3, 2, 4, 2, 2, 1, 1]
bondade	2.0	1.54919	[2, 2, 2, 3, 1, 2, -2, 4, 3, 3]
lindíssimo	3.0	0.63246	[3, 3, 2, 3, 3, 3, 4, 4, 3, 2]
deslumbrantemente	2.3	0.78102	[2, 2, 2, 3, 1, 2, 4, 3, 2, 2]
deslumbramento	2.9	0.9434	[3, 4, 3, 1, 4, 4, 2, 2, 3, 3]
gorgeousnesses	2.1	0.7	[3, 2, 1, 3, 2, 2, 1, 2, 3, 2]
fofoca	-0.7	0.45826	[-1, -1, -1, 0, 0, -1, -1, 0, -1, -1]
fofoqueado	-1.1	0.53852	[-1, -1, -1, -1, -1, -1, 0, -1, -2, -2]
mexeriqueiro	-1.1	0.7	[-1, -1, -1, 0, -2, -1, -1, -2, 0, -2]
fofoqueiros	-1.1	0.53852	[-1, 0, -1, -1, -1, -1, -1, -1, -2, -2]
mexericos	-1.6	0.4899	[-1, -2, -1, -2, -1, -2, -2, -1, -2, -2]
gossipmonger	-1.0	1.41421	[-1, -2, 1, -3, -2, 1, -1, -2, -2, 1]
fofoqueiro	-1.4	0.66332	[-2, -1, -1, -1, -2, -2, -1, 0, -2, -2]
fofoqueado	-1.3	0.9	[-2, -2, -1, -2, -1, -1, -2, -1, 1, -2]
mexericos	-1.8	0.6	[-2, -1, -2, -2, -1, -2, -2, -1, -3, -2]
gossipies	-0.8	0.6	[-1, -1, -1, 0, -1, 0, -1, 0, -2, -1]
gossipry	-1.2	1.16619	[1, 0, -1, -2, -1, -1, -1, -3, -3, -1]
fofocas	-1.3	0.64031	[-1, -2, -1, -1, -2, -1, 0, -1, -2, -2]
fofoca	-1.3	0.78102	[-1, -2, -2, -1, -2, -1, 0, 0, -2, -2]
graça	1.8	0.4	[2, 1, 2, 2, 1, 2, 2, 2, 2, 2]
agraciado	0.9	1.04403	[1, 1, 2, -2, 1, 1, 1, 2, 1, 1]
gracioso	2.0	0.63246	[2, 1, 2, 2, 2, 3, 3, 2, 2, 1]
mais gracioso	2.2	0.74833	[2, 3, 2, 2, 1, 2, 3, 1, 3, 3]
mais graciosamente	2.8	0.74833	[3, 3, 3, 3, 1, 3, 3, 3, 4, 2]
graciosamente	2.4	0.66332	[3, 3, 2, 1, 3, 2, 2, 2, 3, 3]
graciosidade	2.2	0.6	[3, 2, 1, 2, 2, 2, 3, 2, 2, 3]
graças	1.6	0.4899	[2, 2, 2, 1, 1, 2, 1, 2, 1, 2]
gracile	1.7	0.78102	[1, 3, 2, 1, 2, 3, 2, 1, 1, 1]
graciles	0.6	0.8	[0, 0, 0, 0, 0, 0, 2, 1, 2, 1]
gracilis	0.4	0.66332	[0, 0, 0, 0, 0, 1, 0, 1, 0, 2]
gracilidade	1.2	0.87178	[1, 1, 0, 1, 1, 3, 2, 2, 0, 1]
gracing	1.3	0.9	[1, 0, 3, 2, 1, 2, 0, 1, 2, 1]
gracioso	1.0	0.63246	[2, 2, 1, 1, 1, 1, 0, 1, 0, 1]
graciosa	2.6	0.8	[2, 2, 3, 3, 3, 3, 2, 4, 1, 3]
graciosamente	2.3	0.9	[2, 4, 1, 3, 3, 2, 1, 2, 3, 2]
graciosidade	2.4	0.66332	[2, 2, 2, 2, 2, 3, 4, 3, 2, 2]
grande	2.0	0.63246	[2, 2, 3, 1, 2, 2, 2, 2, 3, 1]
grandee	1.1	0.83066	[0, 1, 1, 0, 1, 1, 2, 1, 3, 1]
grandees	1.2	0.87178	[0, 2, 2, 1, 0, 1, 0, 2, 2, 2]
mais grandioso	1.7	0.9	[3, 1, 1, 2, 2, 2, 0, 2, 3, 1]
mais grandioso	2.4	1.2	[3, 3, 1, 2, 2, 0, 4, 2, 4, 3]
grandeza	2.4	1.11355	[3, 2, 3, 2, 4, 1, 1, 4, 1, 3]
grandeurs	2.1	1.3	[2, 2, 1, 0, 0, 4, 3, 3, 3, 3]
subsídio	1.5	0.80623	[2, 2, 1, 0, 3, 1, 1, 1, 2, 2]
concedido	1.0	1.09545	[3, 0, 0, 0, 0, 1, 2, 2, 2, 0]
concessão	1.3	0.45826	[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]
subvenções	0.9	0.7	[2, 1, 2, 1, 0, 1, 0, 0, 1, 1]
grato	2.0	0.63246	[2, 3, 1, 2, 2, 2, 3, 1, 2, 2]
agradecido	1.8	0.87178	[2, 3, 0, 3, 2, 1, 1, 2, 2, 2]
agradecido	2.1	0.53852	[2, 3, 2, 2, 2, 2, 2, 3, 1, 2]
gratidão	2.2	0.6	[2, 3, 2, 1, 2, 2, 3, 2, 3, 2]
graticule	0.1	0.3	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
graticules	0.2	0.6	[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
gratificação	1.6	0.8	[1, 2, 3, 2, 2, 1, 2, 0, 2, 1]
gratificações	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
gratificado	1.6	0.91652	[3, 1, 1, 1, 3, 1, 1, 1, 1, 3]
gratifica	1.5	0.80623	[3, 1, 1, 1, 2, 1, 1, 1, 1, 3]
gratificar	1.3	1.00499	[2, -1, 1, 3, 1, 1, 1, 1, 2, 2]
gratificante	2.3	0.45826	[2, 3, 2, 2, 2, 2, 3, 2, 2, 3]
gratificantemente	2.0	0.63246	[2, 2, 2, 1, 3, 2, 1, 3, 2, 2]
gratinado	0.4	0.91652	[0, 1, 0, 0, 0, 0, 2, 0, -1, 2]
grade	-0.4	0.4899	[-1, -1, -1, 0, 0, -1, 0, 0, 0, 0]
gratamente	-0.2	1.6	[1, -3, -2, -2, 0, 2, 1, -1, 1, 1]
grelhas	-0.8	0.9798	[0, -2, -1, -1, 0, 0, -3, 0, 0, -1]
gratinas	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
grátis	0.2	0.9798	[-2, 1, 1, 0, 0, 0, -1, 1, 1, 1]
gratidão	2.3	0.64031	[2, 2, 3, 1, 2, 3, 2, 3, 3, 2]
gratz	2.0	0.89443	[2, 3, 2, 1, 1, 1, 2, 2, 4, 2]
túmulo	-1.6	1.62481	[-2, -2, 0, -2, -3, 2, -3, -1, -1, -4]
gravada	-0.9	1.13578	[0, 0, -1, 0, -1, -1, -1, -1, -4, 0]
gravilha	-0.5	0.5	[0, -1, 0, -1, -1, -1, -1, 0, 0, 0]
sepultado	-0.5	0.80623	[0, 0, 0, 0, -1, -2, 0, 0, -2, 0]
sem cascalho	-1.3	1.34536	[-2, -2, 0, -1, 0, -2, -4, 1, -1, -2]
gravilha	-0.4	1.28062	[-3, 0, -2, 0, 2, -1, 0, 0, 0, 0]
cascalhados	-0.9	0.53852	[0, -1, -1, -2, 0, -1, -1, -1, -1, -1]
saibro	-0.4	1.11355	[0, -1, -2, -2, 0, -1, 0, 0, 2, 0]
saibroso	-0.9	0.7	[0, -2, -1, -1, 0, -1, -1, 0, -1, -2]
saibro	-0.5	0.80623	[0, -1, 0, 0, 0, -2, 0, 0, 0, -2]
gravemente	-1.5	1.0247	[0, -3, -1, 0, -3, -2, -1, -1, -2, -2]
esculpido	-0.9	1.22066	[0, 0, -1, 0, -2, -1, -1, 0, -4, 0]
